country_code,category_list,average_funding,num_startups
USA,"Communications Hardware|Computers|Enterprise Software|Mobility|Wireless",30000000,1
USA,"Consumer Electronics|Mobile",47409,1
USA,Video,10200000,1
USA,"Career Management|Software",3770000,1
USA,"Fuels|Nutrition|Oil|Renewable Energies",2500000,1
GBR,"Clean Technology|Organic|Waste Management",16111323,1
CHE,"Analytics|Logistics|Optimization|Security|Supply Chain Management",2254193,1
USA,Identity|Software,115656,1
IRL,"Chemicals|Distribution|Life Sciences|Marketplaces|Sales and Marketing",80000000,1
JPN,"Facebook Applications|Identity|Kids|Reputation|Security|Twitter Applications",43138,1
USA,"Artificial Intelligence|Networking|Semantic Web|Web Hosting",3000000,1
USA,"Collaboration|Productivity Software|Software|Task Management",38200000,1
GBR,E-Commerce|Fashion|Mobile|Search,3750000,1
USA,"Career Management|Cloud Computing|Human Resources|Social Recruiting|Software",1500000,1
USA,"Biotechnology|Diagnostics|Health Care",39664050,1
USA,"Human Resources|Software",10273803,1
DEU,"Art|Big Data|Bitcoin|Early-Stage Technology|Intellectual Property|Internet|Machine Learning|Startups",2000000,1
CHL,"Design|Software|Technology|Web CMS|Web Development",6000,1
USA,"Computers|Hardware + Software|Networking|Water",34860000,1
DEU,"E-Commerce|Gadget|iPod Touch|Mobile",12743133,1
BEL,Semiconductors,10000000,1
USA,"Search|Social Media",25000000,1
CAN,"Curated Web",2025000,2
CAN,"Curated Web|Local|Services|Social Media|Task Management",500000,1
FRA,"Android|Collaborative Consumption|iOS|Services",263835.8062,1
USA,"CRM|Market Research|Social Network Media",600000,1
CAN,"Analytics|Big Data|Business Intelligence|Collaboration|Retail",1800000,1
CZE,"Curated Web|Entertainment|Events|Private Social Networking|Social Media|Startups",7500,1
ISR,Mobile|Networking,18522536,1
GBR,"B2B|Business Services|Financial Services",1350000,1
JPN,"Internet|Leisure|Online Reservations",6949015,1
USA,"Collaboration|Contact Centers|Customer Service|Software|Unifed Communications",50000000,1
ISR,"Consumer Internet|Curated Web",2800000,1
USA,"Enterprise Software|Human Resources",400000,1
FIN,Manufacturing,1800000,1
USA,"Biotechnology|Life Sciences|Marketplaces|Outsourcing|Pharmaceuticals",7000000,1
USA,"Collaboration|Project Management|Software|Tracking",375000,1
USA,"Collaboration|Enterprises|Real Time|Software",28000,1
USA,Collaboration|Crowdsourcing|Software,2900000,1
USA,"Enterprise Software|Human Resources|Mobile|Recruiting|SaaS|Skill Assessment",1500000,1
GBR,"Intellectual Asset Management|Software",145774,1
CHE,Software,4900000,1
USA,"Real Estate|Real Estate Investors",15000000,1
USA,"Hardware + Software|RFID",200000,1
HUN,"Business Development|Internet|Retail",130000,1
USA,"CRM|Customer Service|Customer Support Tools|Enterprise Software|SaaS|Tech Field Support",5700000,1
USA,"Curated Web|Employment|Marketplaces|Mobile|Recruiting",13750000,1
JPN,"Consulting|Databases|Human Resources|Intellectual Property",5000000,1
DEU,"Network Security|Security",12900000,1
USA,Analytics|Databases,53000000,1
ARE,Hospitals,60000000,1
GBR,Fashion,5473907.707,1
AUS,Mobile,1950450,1
USA,"E-Commerce Platforms|Marketplaces|Psychology|Social Network Media",25000,1
USA,"Android|iPhone|Productivity Software|Social Media|Task Management",1900000,1
USA,"Consumer Electronics|Home Automation|Mobile|Wireless",3698550,1
USA,"Social Media|Software",300000,1
USA,"3D Printing",250000,1
USA,"Biotechnology|Health Care|Health Diagnostics",126134082,1
DEU,Design|E-Commerce|Ediscovery|Shopping,732225,1
IRL,"Enterprise Software|Web Development",3160000,1
FRA,"Information Technology|Software|Technology",13909650,1
USA,"Fitness|Health and Wellness|Kids|Sports",140000,1
BRA,B2B|E-Commerce|Fashion|Wholesale,500000,1
USA,Publishing|Software,5425020,1
NOR,"Cloud Computing|Enterprise Software|Search|Software",67000,1
FRA,Broadcasting|Software|Telecommunications|Video,12868200,1
GBR,Auctions|Design,6963750,1
USA,"3D|Augmented Reality|Delivery|Hardware + Software|Health Care|Mobile|Software|Visualization",10631795,1
CAN,"Food Processing|Hospitality|Organic Food",800000,1
USA,"Business Services|Enterprise Software",40000000,1
IND,"Automotive|Electric Vehicles",13000000,1
USA,Enterprises|Mobile|Security|Software|Tablets,200000,1
USA,Education|Internet|Mobile|Parenting|Sports|Video,250000,1
USA,"E-Commerce|Social Media Marketing|Sports",80000,1
USA,"Fitness|Health and Wellness|Sports|Training",22500000,1
USA,"Sporting Goods",1500000,1
USA,"Artificial Intelligence|Networking|SEO|Social Media|Sports",100000,1
USA,"Email|Enterprise Software|Physical Security|Security",8200000,1
USA,"Advertising|Internet Marketing|Marketplaces|Social Commerce",300000,1
USA,"Fashion|Fitness|Health and Wellness|Technology|Wearables",50700000,1
USA,"Automotive|Electric Vehicles|Software",131000000,1
USA,"E-Commerce|Online Shopping",125000,1
USA,"Artificial Intelligence|Reputation|Social Media|Software",50000,1
CAN,"Machine Learning",250000,1
USA,"Enterprise Software|Flash Storage|Storage|Virtualization",30000000,1
USA,"Fitness|Hardware + Software|Wearables",2449019,1
USA,"Finance|Financial Services|Service Providers",400000,1
USA,"Application Platforms|Health and Wellness|Health Care Information Technology|Information Technology",50000,1
USA,"Local Businesses",115345,1
USA,"Leisure|Travel & Tourism",2000000,1
USA,"Mobile|Productivity Software",700000,1
AUS,"Collaboration|Enterprise Software|Web Tools",210000000,1
AUS,"Cloud Computing|Developer APIs|Email|Messaging",2000000,1
USA,"Contact Management|Mobile|Social Media",2260000,1
GBR,Internet,85081938.65,2
USA,Publishing,1000000,1
CAN,"Publishing|Social Media",5400450,1
USA,"Advertising|Brand Marketing|Enterprise Software|SaaS",3455000,1
USA,"Business Services|Technology",125000,1
USA,Bio-Pharm|Medical|Pharmaceuticals,6685000,2
IND,"Real Estate|Startups",250000,1
USA,"Environmental Innovation|Renewable Energies|Renewable Tech|Solar",1765800,1
USA,"Cloud Computing|Home Automation|Industrial Automation|Internet of Things|M2M",1065000,1
GBR,Bio-Pharm|Medical|Pharmaceuticals,5073408,1
DNK,"Advertising|E-Commerce|E-Commerce Platforms|Marketplaces|Mobile Commerce|NFC|Software",5500000,1
USA,"Analytics|Big Data Analytics|Startups",9000000,1
ARG,Apps|Internet|Mobile|Services,25000,1
USA,"Bridging Online and Offline|Events|Nonprofits|Software",5600000,1
USA,"Analytics|Business Analytics|Social CRM|Social Media Monitoring|Software",90000000,1
BEL,Analytics,786000,1
IND,"Clean Technology",21975000,2
GBR,"Consumer Internet|Market Research",1000000,1
AUS,Manufacturing,5457252.5,2
USA,"Network Security",8000000,1
USA,"Big Data|Legal|Local",250000,1
USA,"Content Delivery|Internet|SEO|Web Hosting",1900000,1
USA,SEO|Software,27200000,1
USA,Marketplaces|Outdoors|Travel,25000,1
DEU,Auctions|E-Commerce,95648700,1
USA,Auctions|Nonprofits,5500000,1
USA,"Auctions|Curated Web|E-Commerce",400000,1
USA,"Audio|Mobile|Project Management|Social Media|Startups|Twitter Applications",43000,1
USA,"Health and Wellness|Health Care|Technology",55894778,1
GBR,"Audio|Blogging Platforms|Browser Extensions|Mobile|Web CMS|Web Design",12160,1
USA,"E-Commerce|Health and Wellness",1574000,1
USA,"Analytics|Big Data|Enterprise Software|SaaS",2783000,1
USA,"Crowdfunding|Distribution|Events|Film|Fitness|Health and Wellness|Internet|Marketplaces|Music|Nonprofits|Sales and Marketing|Social Fundraising|Social Network Media|Sports|Ventures for Good",20000,1
USA,"Ad Targeting|Advertising|Advertising Platforms|Databases|Digital Media|Marketplaces",56546875,1
GBR,"Home Automation",1511444,1
GBR,Audio|Games|Music,470945,1
USA,Internet|Marketplaces|Software,40000,1
IND,"Guides|Travel & Tourism",400000,1
USA,Distribution|E-Commerce|Manufacturing|Mobile,4500000,1
USA,"Artists Globally|Audio|Games|Music",1250000,1
USA,Licensing,100000,1
USA,"Social Media|Startups",85000,1
USA,Media|Music|Technology,3482300,1
POL,"Travel & Tourism",277967.0213,1
PRT,Security,955922,1
USA,Film|Internet|Music,80000,1
USA,"Augmented Reality|Enterprise Software|Software|Wearables",2800000,1
USA,"Health and Wellness|Health Care|Hospitals|Medical",23000000,1
FRA,"Augmented Reality|E-Commerce|Mobile",1800000,1
USA,"Advertising|Android|Augmented Reality|Computer Vision|Drones|Indoor Positioning|iPhone|Robotics",1500000,1
GBR,"Consumers|Content|Gps|Leisure|Location Based Services|Mobile|Navigation|Outdoors|Recycling",1534897,1
USA,"Automotive|Business Development|Data Visualization|Mobile|RFID|Software|Systems|Tracking",90000,1
USA,Aerospace|Biotechnology,40000,1
USA,"Advertising|Cyber Security|Developer APIs|Mobile",118000,1
USA,"Bitcoin|Business Services|Internet|Market Research|Prediction Markets|Predictive Analytics",4700000,1
USA,"Big Data|Enterprise Software|Health Diagnostics|Internet of Things",9000000,1
USA,"Home Automation|Internet of Things|Security|Technology",48000000,1
IND,Security,11000000,1
USA,Charities|Employment|Services|Software,1000000,1
USA,"Audio|Consumer Electronics",292486,1
CHE,"Health Care",60680000,1
USA,"Brewing|Craft Beer|Wine And Spirits",236833.33333333334,3
CHL,Games,40000,1
AUS,"Advertising|Babies|Classifieds|Curated Web|Digital Media|Kids|Parenting|Social Network Media",262927.2568,1
AUS,Brokers|Finance,7817974,1
USA,"Identity|Identity Management|Online Identity|Security|Software",11674955,1
USA,"Information Security|Semiconductors",22900000,1
ISL,"Identity Management|Marketplaces|Mobile|Peer-to-Peer",17136,1
USA,"Data Security|Services|Software",27300000,1
USA,Analytics|Optimization,5000000,1
USA,"Advertising|Collaboration|Crowdsourcing|Social Media",750000,1
USA,"Collaboration|Life Sciences|Publishing|Software",643000,1
USA,EdTech|Education|Presentations|Software,8700000,1
USA,"Internet Marketing|Search|SEO",15000,1
USA,EdTech|Education|Publishing|Writers,640000,1
IND,"Collaboration|Curated Web|Presentations",5000000,1
USA,"Information Security|Mobile Security|Security",3067000,1
USA,"Service Providers",3550000,1
USA,"Networking|Software|Web Hosting",250000,1
USA,Ticketing,2400000,1
UKR,"Home & Garden|Software",10000,1
DEU,Cars|Consumers|Services|Trading,117600000,1
USA,Automotive|Hardware,573000,1
DNK,"Automotive|Curated Web|Professional Services",7894342,1
USA,"Automotive|Curated Web",1100000,1
PHL,"Analytics|Automotive|Cars|Direct Sales|E-Commerce|Mobile|Sales and Marketing",600000,1
GBR,Automotive,214688.5,2
CAN,Automotive,20000,1
AUS,Automotive,100000,1
USA,"Analytics|Content Discovery|Internet of Things|Mobile",7400000,1
USA,"Analytics|Big Data|Energy|Services",21750000,1
USA,"Analytics|Artificial Intelligence|Automotive|Big Data|Business Intelligence",10800000,1
USA,Automotive|Cars|Manufacturing,24000000,1
ITA,"Automotive|Information Technology|Law Enforcement|Legal",32806,1
USA,"Home Automation",1150000,1
USA,"Blogging Platforms|Content|Curated Web|Forums|Web CMS",317300000,1
USA,"Automotive|Cars|Consumer Electronics|Developer APIs",5350000,1
USA,"Lead Generation",200000,1
IRL,Analytics,10774916,1
USA,"Network Security|Security",34500000,1
USA,Defense|Sensors,105000,1
USA,"Automotive|Limousines|Public Transportation|Real Time|SEO",10200000,1
USA,"Lead Management|SaaS|Sales and Marketing|Small and Medium Businesses",23499999,1
GBR,Automotive|Cars|E-Commerce|Insurance|Internet|Retail|Services,53615099,1
USA,"Auto|Automotive|Cars|Curated Web",875000,1
RUS,E-Commerce,2250000,2
RUS,"Cars|Curated Web|Insurance",50000,1
DNK,"Cars|Price Comparison",1101315.888,1
USA,"Flash Storage|Software",23800000,1
USA,Advertising|Automotive,2500000,1
LBN,Automotive|Cars|Shopping,80000,1
CAN,"Cloud Computing|Enterprise Software|IT Management|Networking|SaaS",6000000,1
USA,"Biotechnology|Health Care|Innovation Management|Market Research",43000000,1
DEU,Finance,198177362.6,1
IND,"Consumer Goods|E-Commerce|Industrial",50000,1
CHE,"Medical Devices",2600000,1
USA,"Sales Automation",19000000,1
USA,Electronics|Mobile,17000000,1
USA,"Messaging|Mobile|Mobile Enterprise",6300000,1
USA,"Internet of Things|Networking|Network Security|Telecommunications",1100000,1
USA,"Flash Storage",109772047,1
USA,"Accounting|Enterprise Application|Software",223625355,1
USA,"Health and Wellness|Insurance",933798,1
USA,"Biotechnology|Clinical Trials|Health and Wellness",237338,1
BEL,Finance|FinTech,2100000,1
USA,"Biotechnology|Health Care|Medical Devices|Services",1643849,1
USA,"Cloud Data Services|E-Books|E-Commerce|E-Commerce Platforms|Financial Services|Incentives|Mobile Commerce|Online Education|SaaS|Software|Storage",7500000,1
FIN,"Analytics|Consumers|Groceries|Internet Marketing|Predictive Analytics|Retail",106000,1
USA,"Analytics|Big Data|FinTech|Machine Learning|Web Development",1729000000,1
CAN,"Heavy Industry|Innovation Engineering|Mining Technologies",60000000,1
DEU,Internet,1278215,1
CZE,Security,100000000,1
IRN,Startups,1400000,1
RUS,Travel|Video,275000,1
USA,"Software|Unifed Communications|Wireless",100000000,1
IND,"Apps|Education|Language Learning|Natural Language Processing|Neuroscience|Teachers",550000,1
CHN,"Advertising|Auctions|Internet Marketing|Mobile|Performance Marketing",48000000,1
CHL,"Apps|Automotive|Collaborative Consumption|High Schools|High School Students|Peer-to-Peer|Real Time|Transportation",206000,1
USA,Audio|Displays|Hardware|Mobile|Video,36730397,1
USA,"Content|Crowdsourcing|Social Media",450000,1
USA,"E-Commerce|Fashion|Online Shopping",20000000,1
ARG,"E-Commerce|Online Shopping|Retail",50500000,1
IRL,"Medical Devices",1463892,1
DEU,Mobile,9129562,2
MEX,"Services|Software|Sustainability|Transportation|Travel & Tourism",440000,1
USA,"Advertising|Local Advertising|Media",1131250,1
USA,"Biotechnology|Health and Wellness|Health Care|Pharmaceuticals",208949997,1
USA,"Archiving|Cloud Computing|Flash Storage|Mobility|Security|Software|Web Development",90000000,1
USA,"Analytics|Cloud Computing|Data Mining|Health Care|Medical|Payments|SaaS|Software|Technology",10975000,1
USA,"Health Care|Pharmaceuticals",250000,1
USA,Security|Software,252000000,1
USA,"Analytics|Cloud Data Services|Computers|Networking|Software",33000000,1
USA,"Clean Technology|Green Building|Home Automation|Internet of Things|Lighting",3715133,1
USA,"Health Care|Innovation Management",6000000,1
USA,"Enterprise Software|Health Care|Health Care Information Technology|Healthcare Services",33500000,1
USA,"Apps|Brand Marketing|Creative|Creative Industries|Design|Mobile|Photography|SaaS|Software|Web Development",19044025,1
USA,Android|Mobile,1800000,1
GBR,Finance|FinTech,497994,1
USA,"Enterprise Software|Information Technology|Services",10000000,1
CAN,Robotics,25000,1
USA,Biotechnology|Medical|Pharmaceuticals,36700000,2
USA,Payments|SaaS|Software,225000000,1
USA,"Mobile|Security|Semiconductors|Television|Video|Video Conferencing|Wireless",750000,1
RUS,"Content Creators|Film Production|Internet Marketing|Video|Video Processing",350000,1
USA,"B2B|Enterprises|Enterprise Software|Finance|Predictive Analytics|Software",23000000,1
USA,"Software|Video Conferencing",3000000,1
RUS,Advertising|Classifieds,1342000000,1
USA,Water,475000,1
USA,"Communications Infrastructure|Health and Wellness|Health Care|Health Care Information Technology|Healthcare Services|Health Diagnostics|mHealth|Mobile Emergency&Health|Mobile Health|Telecommunications",5744992,1
ESP,Pharmaceuticals,3170201,1
USA,Audio|Creative|Messaging|Semiconductors|Wireless,77447377,1
KOR,"Games|Social Games",1500000,1
USA,Android|iPhone|Mobile|Software,2150000,1
DEU,Pharmaceuticals,18001241.46,1
USA,"Document Management|Enterprises|Finance|Office Space|Presentations|Software",100000,1
USA,Automotive|Technology,565000,1
USA,"Digital Media|Information Technology|Internet",150000,1
CAN,Minerals,1100000,1
USA,"Cloud Computing|Cloud Management|Homeland Security|Information Technology|Software|Telecommunications|Unifed Communications",6594387,1
RUS,Security,100000,1
RUS,Auto|Search,360000,1
GBR,Leisure|Restaurants|Travel,420727,1
CAN,Infrastructure|Mobile|Video|Wireless,14037121,1
IRL,Advertising|Software|Technology|Travel,5595076,1
USA,"Legal|Marketplaces|Reviews and Recommendations",132000000,1
FIN,"Clean Energy|Clean Technology|Renewable Energies",19427954,1
DEU,"Biometrics|Finance Technology|Financial Services",550000,1
USA,Apps|Internet|Mobile,1000000,1
USA,"Information Technology|Social Media Marketing|Software",21948190,1
USA,Consumers|Manufacturing,2500000,1
USA,"Audio|Email|Messaging|Productivity Software|SMS",1600000,1
FRA,"Internet|Music|Nightclubs|Video Streaming",1955250,1
USA,Mobile|Wearables,650000,1
USA,"Consumer Electronics|Gps|Wearables",480000,1
DEU,"Location Based Services|Maps",40000,1
USA,"Bridging Online and Offline|Social Media|Social Network Media|Video",343000,1
USA,Maps|Software,59700,1
USA,"B2B|Networking|Social Media",50000,1
USA,"Archiving|Business Services|Cloud Computing|Enterprise Software|Flash Storage|Homeland Security|Storage|Virtualization",113500000,1
USA,"Enterprise Software|Internet of Things|M2M|Software",26000000,1
BEL,Art|Design,36802,1
FIN,Software,3100000,1
JPN,Aerospace,15800000,1
CAN,"Digital Media|Software",6000000,1
ISR,"Web Hosting",8883333.333333334,3
USA,"Marketplaces|SaaS|Software|Trusted Networks",19500000,1
MYS,Mobile,190000000,1
USA,"Legal|Outsourcing|Project Management",28000000,1
USA,"Financial Services|Investment Management",10000000,1
GBR,"Entertainment Industry|Professional Networking|Sports",553980,1
USA,"Analytics|Big Data|Big Data Analytics|Business Intelligence|Distribution|Risk Management|Sales and Marketing|Software",44741834,1
ISR,Security,14000000,1
FRA,Energy,4094392,1
USA,"Analytics|Big Data|Big Data Analytics|Data Visualization|Machine Learning",106348982,1
ISR,"IT Management|Software",4148278,1
CHN,Mobile|Services,11162400,1
USA,"Hardware + Software|Internet of Things|Manufacturing|Services",25400000,1
IRL,"Big Data|Blogging Platforms|Natural Language Processing|News|Semantic Web|Software",500000,1
CAN,"Health Care|Hospitals",2500000,1
GBR,"Finance|Social Media|Trading",10283444,1
USA,Agriculture|Mobile|Networking,40000,1
USA,"Health and Wellness|Pharmaceuticals|Social Entrepreneurship",100000,1
USA,"Health Care|Information Technology|Software",3000000,1
FRA,"Enterprise Software|Marketing Automation|Sales and Marketing|Software",2132476,1
USA,"Enterprise Software|Mobile|Unifed Communications|Web Development",15000297,1
FRA,"Enterprise Software|Productivity Software|Project Management|SaaS|Social Media|Social Network Media|Task Management",2435000,1
DEU,"Cloud Infrastructure|Internet of Things|M2M|Software",16958397,1
GBR,"Curated Web|Finance Technology|Financial Services|FinTech|Personal Finance|Virtualization",31591693,1
USA,"Telecommunications|Test and Measurement",30900000,1
USA,Internet|Mobile|Wireless,80000000,1
USA,"Hardware + Software|Health and Wellness",2999999,1
ARG,E-Commerce,40000,1
GBR,"Leisure|Travel|Travel & Tourism",377054.9495,1
USA,"Corporate Wellness|Farmers Market|Farming|Food Processing|Health and Wellness",650000,1
USA,"Fitness|Health Care|Pharmaceuticals",6110000,1
USA,"Enterprise Software|Video Streaming",28100000,1
USA,"Cloud Management|Enterprise Software|Marketing Automation|SaaS|Software",5180000,1
ARE,Software,100000,1
IND,Hospitality,10000000,1
AUS,"Data Mining|Mining Technologies|Renewable Energies",2100000,1
IND,"Clean Technology|Energy|Renewable Energies",47200000,1
THA,Creative|Entertainment|Events|Music,130861,1
BRA,"Enterprise Software",1300000,1
USA,"Mobile|SaaS|Small and Medium Businesses|Software",1000000,1
USA,Finance|FinTech|Networking,7500000,1
PRT,Automotive|Marketplaces|Recycling,885313,1
USA,E-Commerce|Fashion|Manufacturing|Retail,100000,1
USA,Entertainment|Gambling|Game|Technology,16000000,1
DEU,"Customer Service|Hardware + Software|Mobile|Supply Chain Management|Tablets",15000000,1
CHN,E-Commerce|Internet,23100000,1
CAN,News,2000000,1
USA,"Enterprise Search|Software|Web Development",14500000,1
CAN,"Digital Signage|Hardware + Software",6000000,1
ITA,Software,425975,1
USA,iPhone|Messaging|Mobile|VoIP,1500000,1
IND,"Curated Web|Information Technology|Services|Staffing Firms",10000000,1
USA,E-Commerce|Startups,4525000,1
USA,"Local|Mobile|Social Media|Social Search",225000,1
USA,Media|News|Parenting,6250000,1
GBR,"Mobile|Television|Web Development",13200000,1
GBR,"Collaborative Consumption|Communications Infrastructure|Communities|Consumer Electronics|Crowdsourcing|Curated Web|Events|Hospitality|Language Learning|Mobile|Natural Language Processing|Real Time|Skill Assessment|Social Travel|Tourism|Translation|Travel",190000,1
BEL,"B2B|Cloud Computing|Enterprise Software|SaaS",854343,1
ARE,Games,150000,1
USA,"Enterprise Software|Entertainment|Market Research",250000,1
PRT,Music,4500000,1
ALB,Consumers|Delivery|Hospitality,276744.1287,1
CAN,Education,400000,1
DEU,"Babies|Health Care|Wearables",65000,1
USA,E-Commerce|Parenting|Women,200000,1
USA,"Electronics|Health and Wellness|Health Care|Medical",37200000,1
USA,"DIY|Environmental Innovation",2000000,1
ISR,"Development Platforms|Software|Web Development",1710000,1
USA,"Cloud Security|Mobile|Photography|Photo Sharing",250000,1
USA,"Messaging|Social Media",1350000,2
USA,"Beauty|Health and Wellness|Health Care",8671127,1
USA,"Information Technology",11056929.333333334,3
USA,"Accounting|Financial Services|FinTech|Human Resources|Software",8650000,1
USA,"Local Businesses|Social Commerce|Social Travel",120000,1
IND,"Service Providers|Tourism|Travel",156858,1
USA,"Apps|Curated Web",18900000,1
USA,Photography,1615468,3
NZL,"Data Security|Flash Storage|Home & Garden|Security|Software|Storage",40000,1
NLD,SaaS|Software|Storage,2000000,1
USA,Broadcasting,20000000,1
SWE,"Medical Devices",14932985.36,1
GBR,"Open Source",500000,1
USA,"Application Platforms|Brand Marketing|Communications Infrastructure|Enterprise Software|Mobile Software Tools|Social Media",1000000,1
USA,"Advertising|Analytics|Big Data|Mobile Games|Software|Video Games",5000000,1
ITA,Games,1333901.5,2
USA,"Enterprise Software|Software",28000,1
USA,"E-Commerce|Facebook Applications|Fashion|Gamification|Sales and Marketing|SEO|Social Media Marketing|Twitter Applications",350000,1
GBR,"Curated Web|Online Dating|Social Network Media",30564744,1
USA,Manufacturing|Transportation,83700000,1
GBR,"E-Commerce|Fashion|Gamification|Incentives|Mobile Commerce|Online Shopping|Real Time|Social Commerce",1528000,1
BAH,Advertising|Search,1200000,1
FRA,"Social Media",1476100,1
CHN,Search,82389079,2
CHN,"Enterprises|Enterprise Software",42200000,1
DEU,"Android|Apps|Collaborative Consumption|Developer APIs|File Sharing|iOS|Mobile|Security|Software",1020000,1
CHN,Classifieds,510000000,1
USA,"Apps|Internet|Project Management|Software",168000,1
IND,"Food Processing",9600000,1
HUN,"Accounting|IT and Cybersecurity|Software",8000000,1
RUS,Search|Technology,1079000,1
USA,"Enterprise Software|Finance Technology",1500000,1
USA,"E-Commerce|Mobile Payments|Payments|Peer-to-Peer",3550000,1
USA,"Accounting|Productivity Software|SaaS",3300000,1
IRL,"Games|Music|Video|Video Streaming",871189,1
USA,Advertising|Media|Software,24500100,1
USA,"Collaboration|Enterprise Software|Innovation Engineering|Mobile Enterprise|SaaS",88000,1
EST,Ticketing,8000000,1
ITA,"Gamification|Online Gaming|Video Games",118794,1
USA,"Automotive|Cars|Financial Services",3343000,1
SWE,"Mobile|Real Time|Video|Video Streaming",2500000,1
DEU,"Algorithms|Finance Technology|FinTech|New Technologies",130000,1
ITA,Events|Peer-to-Peer|Tourism|Travel,32521,1
DNK,"E-Commerce|Mobile Payments",7704358,1
USA,"Consumer Electronics|Hardware + Software|Music|Startups",25000,1
USA,Analytics|Apps|Media|Music,330000,1
USA,"Content Delivery|E-Commerce|Music Services|Startups",27600000,1
USA,"Apps|Concerts|Ediscovery|Events|Facebook Applications|Mobile|Music|Social Media Marketing",375000,1
USA,"Apps|Big Data|Email Marketing|Mobile|Music|Social Search",60000000,1
MEX,"Crowdfunding|Entertainment|Music|Social Media|Startups",210082,1
USA,"Public Transportation|Transportation",725000,1
USA,"VoIP|Web Hosting",20500000,1
USA,"Automated Kiosk|Digital Media|Marketing Automation|Media|Sales and Marketing",14000000,1
CHN,"Android|Mobile Security|Mobile Software Tools",40000000,1
USA,"Android|Apps|Concerts|Internet|iOS|iPad|iPhone|Location Based Services|Mobile|News|Real Time|Social Media|Social Search|Sports",121000000,1
IND,"Credit Cards|Curated Web|Finance|Insurance|Real Estate Investors",79000000,1
BRA,"Banking|Consumer Lending|Personal Finance",5400000,1
RUS,Finance,6000000,1
FRA,"Advertising|Internet|Media|Mobile|Sales and Marketing",66023,1
USA,"Banking|Enterprise Software|Finance",15290000,1
GBR,"Crowdfunding|Finance|Peer-to-Peer|Startups|Venture Capital",3000000,1
USA,"Enterprise Software|Web Development|Web Hosting",300000,1
USA,"Contact Management|CRM|Enterprise Software|Social CRM",3550002,1
USA,"Consulting|Facebook Applications|News|Social Media|Twitter Applications",1700000,1
USA,"Renewable Energies|Water",1500000,1
ESP,"Entertainment|Games|Kids|MMO Games|Parenting|Virtual Worlds|Web Development",1854110,1
CHN,Cars|Distribution|Internet,5000000,1
USA,"Big Data Analytics|iPhone|Mobile|Nightlife",105000,1
GBR,"Customer Service|Mobile Commerce|Mobile Payments|Restaurants",63992,1
ESP,"Lifestyle Products",265064,1
ITA,"ICT|Online Travel|Travel|Travel & Tourism",571049,1
USA,"Hospitality|Specialty Foods",9250000,1
USA,Logistics,20000,1
USA,Computers|Startups|Technology,1353678,1
USA,"Business Analytics|Cloud Computing|Data Visualization",500000,1
IND,"Discounts|Internet|Service Providers",198216,1
USA,Pets,18362500,2
ESP,Pets,617291,1
SWE,Art|Auctions|Databases|Search,4100000,1
USA,"Collaborative Consumption|Mobile|Online Rental|Peer-to-Peer",100750,1
USA,"E-Commerce|Mobile|Product Design",168000,1
NLD,"Boating Industry|Collaborative Consumption",100588,1
USA,"Communications Hardware|Computers|Security",45610000,1
IRL,"Cyber Security|Design|SaaS|Security",1200000,1
USA,"Health Care|Medical|Technology",7640000,2
USA,"iPhone|Location Based Services|Messaging|Mobile|Social Media",280000,1
UKR,"Business Services|Curated Web|Social Network Media|Trading",40000,1
USA,CRM|Software,52900000,1
FRA,"Advertising|Entertainment|Mobile|Music|Sports|Television|Video|Video Streaming",14345752,1
USA,"Agriculture|Google Apps|Google Glass|Mobile|Retail Technology|Wireless",500000,1
GBR,"Curated Web|Internet|Web Design",22918631,1
USA,"Venture Capital",1000000,1
USA,"Android|Facebook Applications|Gambling|Game|Games|iPhone|Social Media",1200000,1
ARE,"Beauty|E-Commerce|Health and Wellness|Internet",500000,1
EGY,"Information Technology",1700000,1
USA,"Cloud Infrastructure|Databases|Software",57544866,1
CAN,"Cloud Computing|SaaS|Software",688530,1
BRA,E-Commerce|Fashion,500000,1
USA,"Fitness|Health and Wellness",43500000,1
USA,"Analytics|Language Learning|Search|Software|Text Analytics",7500000,1
USA,"Curated Web|Fashion",1000000,1
USA,"Cyber Security|Information Security|Internet of Things|Security",16274967,1
USA,Advertising|Music|Video|Women,58500000,1
USA,"File Sharing|Services|Shared Services",25000,1
GBR,E-Commerce|Furniture,12879637,1
USA,Hospitals,50000,1
USA,"Property Management|Real Estate|Rental Housing",1400000,1
CAN,"Games|Video Game Tournaments",3500000,1
USA,"Content|Enterprise Software|Mobile",2569043,1
USA,"E-Commerce|Fashion|Flash Sales|Jewelry",15600000,1
BEL,E-Commerce,7505382.967,1
ITA,"Curated Web",278485,1
USA,"Brand Marketing|Consumers|Curated Web|Media|Social Media",220000,1
USA,"Hardware + Software|Health Care|Medical",10000000,1
USA,"Big Data Analytics|Information Services|Risk Management",8000000,1
IND,Messaging,2500000,1
USA,"Browser Extensions|Email|Messaging",393000,1
USA,"Big Data|Data Mining|Non Profit",120000,1
USA,"Reviews and Recommendations|Search|Software|Web Design",32495730,1
CHL,Android|iOS|iPad|iPhone|Mobile,40000,1
ARE,"Banking|Insurance|Price Comparison",998999,1
PHL,"E-Commerce|Online Shopping|Social Media",2000000,1
ISR,"Apps|iOS|iPad|iPhone|Mobile|Photo Editing|Photography|Social Media",125000,1
